dataset,rare_class,seed,rts,variant,group,sep,split_hash,git_sha,cell_id_align_hash,abstain,chosen_rank,baseline_f1,rare_f1,rare_recall,rare_precision,n_rescued,n_false_rescues,ffr
tabula_sapiens_stomach,mast cell,44,0.01,A3_minus_adaptive_rank,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.01,A4_minus_tau,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.01,A5_full,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.01,R1_rank1,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.01,R2_rank2,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,2,0.6087,0.7692,0.625,1.0,6,0,0.0
tabula_sapiens_stomach,mast cell,44,0.01,R3_rank3,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6087,0.7692,0.625,1.0,6,0,0.0
tabula_sapiens_stomach,mast cell,44,0.01,R_adaptive,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.05,A0_baseline,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,0,0.6087,0.6087,0.4375,1.0,0,0,0.0
tabula_sapiens_stomach,mast cell,44,0.05,A1_minus_sep,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.05,A2_minus_necessity,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.05,A3_minus_adaptive_rank,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.05,A4_minus_tau,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.05,A5_full,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.05,R1_rank1,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.05,R2_rank2,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,2,0.6087,0.7692,0.625,1.0,6,0,0.0
tabula_sapiens_stomach,mast cell,44,0.05,R3_rank3,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6087,0.7692,0.625,1.0,6,0,0.0
tabula_sapiens_stomach,mast cell,44,0.05,R_adaptive,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.10,A0_baseline,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,0,0.6087,0.6087,0.4375,1.0,0,0,0.0
tabula_sapiens_stomach,mast cell,44,0.10,A1_minus_sep,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.10,A2_minus_necessity,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.10,A3_minus_adaptive_rank,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.10,A4_minus_tau,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.10,A5_full,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.10,R1_rank1,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.10,R2_rank2,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,2,0.6087,0.7692,0.625,1.0,6,0,0.0
tabula_sapiens_stomach,mast cell,44,0.10,R3_rank3,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6087,0.7692,0.625,1.0,6,0,0.0
tabula_sapiens_stomach,mast cell,44,0.10,R_adaptive,R,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,all,A0_baseline,A,1.7388,d796289a5b941ac3,7a90a01,63fb5dc76059,False,0,0.6087,0.6087,0.4375,1.0,0,0,0.0
tabula_sapiens_stomach,mast cell,44,all,A1_minus_sep,A,1.7388,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.7451,0.5938,1.0,5,0,0.0
tabula_sapiens_stomach,mast cell,44,all,A2_minus_necessity,A,1.7388,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.7451,0.5938,1.0,5,0,0.0
tabula_sapiens_stomach,mast cell,44,all,A3_minus_adaptive_rank,A,1.7388,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.7451,0.5938,1.0,5,0,0.0
tabula_sapiens_stomach,mast cell,44,all,A4_minus_tau,A,1.7388,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.7451,0.5938,1.0,5,0,0.0
tabula_sapiens_stomach,mast cell,44,all,A5_full,A,1.7388,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.7451,0.5938,1.0,5,0,0.0
tabula_sapiens_stomach,mast cell,44,all,R1_rank1,R,1.7388,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.7451,0.5938,1.0,5,0,0.0
tabula_sapiens_stomach,mast cell,44,all,R2_rank2,R,1.7388,d796289a5b941ac3,7a90a01,63fb5dc76059,False,2,0.6087,0.7925,0.6562,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,44,all,R3_rank3,R,1.7388,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6087,0.7925,0.6562,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,44,all,R_adaptive,R,1.7388,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.7451,0.5938,1.0,5,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.01,A0_baseline,A,3.165,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,False,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.01,A1_minus_sep,A,3.165,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.01,A2_minus_necessity,A,3.165,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,False,1,0.9774,0.9701,1.0,0.942,1,1,0.000159
tabula_small_intestine,intestinal tuft cell,42,0.01,A3_minus_adaptive_rank,A,3.165,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.01,A4_minus_tau,A,3.165,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.01,A5_full,A,3.165,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.01,R1_rank1,R,3.165,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.01,R2_rank2,R,3.165,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.01,R3_rank3,R,3.165,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.01,R_adaptive,R,3.165,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.05,A0_baseline,A,2.6237,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,False,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.05,A1_minus_sep,A,2.6237,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.05,A2_minus_necessity,A,2.6237,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,False,1,0.9774,0.9701,1.0,0.942,1,1,0.000159
tabula_small_intestine,intestinal tuft cell,42,0.05,A3_minus_adaptive_rank,A,2.6237,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.05,A4_minus_tau,A,2.6237,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.05,A5_full,A,2.6237,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.05,R1_rank1,R,2.6237,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.05,R2_rank2,R,2.6237,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.05,R3_rank3,R,2.6237,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.05,R_adaptive,R,2.6237,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.10,A0_baseline,A,2.301,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,False,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.10,A1_minus_sep,A,2.301,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.10,A2_minus_necessity,A,2.301,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,False,1,0.9848,0.9701,1.0,0.942,2,2,0.000318
tabula_small_intestine,intestinal tuft cell,42,0.10,A3_minus_adaptive_rank,A,2.301,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.10,A4_minus_tau,A,2.301,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.10,A5_full,A,2.301,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.10,R1_rank1,R,2.301,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.10,R2_rank2,R,2.301,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.10,R3_rank3,R,2.301,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,0.10,R_adaptive,R,2.301,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,all,A0_baseline,A,2.4477,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,False,0,0.9701,0.9701,1.0,0.942,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,all,A1_minus_sep,A,2.4477,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9701,0.9701,1.0,0.942,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,all,A2_minus_necessity,A,2.4477,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,False,1,0.9701,0.9701,1.0,0.942,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,all,A3_minus_adaptive_rank,A,2.4477,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9701,0.9701,1.0,0.942,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,all,A4_minus_tau,A,2.4477,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9701,0.9701,1.0,0.942,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,all,A5_full,A,2.4477,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9701,0.9701,1.0,0.942,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,all,R1_rank1,R,2.4477,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9701,0.9701,1.0,0.942,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,all,R2_rank2,R,2.4477,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9701,0.9701,1.0,0.942,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,all,R3_rank3,R,2.4477,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9701,0.9701,1.0,0.942,0,0,0.0
tabula_small_intestine,intestinal tuft cell,42,all,R_adaptive,R,2.4477,2d3d2e6d369f4cb5,67acaa3,dfe2b8e7cba8,True,0,0.9701,0.9701,1.0,0.942,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.01,A0_baseline,A,2.5937,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.01,A1_minus_sep,A,2.5937,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.01,A2_minus_necessity,A,2.5937,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,1,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.01,A3_minus_adaptive_rank,A,2.5937,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.01,A4_minus_tau,A,2.5937,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.01,A5_full,A,2.5937,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.01,R1_rank1,R,2.5937,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.01,R2_rank2,R,2.5937,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.01,R3_rank3,R,2.5937,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.01,R_adaptive,R,2.5937,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.05,A0_baseline,A,2.4086,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.05,A1_minus_sep,A,2.4086,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.05,A2_minus_necessity,A,2.4086,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,1,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.05,A3_minus_adaptive_rank,A,2.4086,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.05,A4_minus_tau,A,2.4086,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.05,A5_full,A,2.4086,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.05,R1_rank1,R,2.4086,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.05,R2_rank2,R,2.4086,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.05,R3_rank3,R,2.4086,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.05,R_adaptive,R,2.4086,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.10,A0_baseline,A,3.2691,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.10,A1_minus_sep,A,3.2691,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.10,A2_minus_necessity,A,3.2691,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,1,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.10,A3_minus_adaptive_rank,A,3.2691,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.10,A4_minus_tau,A,3.2691,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.10,A5_full,A,3.2691,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.10,R1_rank1,R,3.2691,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.10,R2_rank2,R,3.2691,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.10,R3_rank3,R,3.2691,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,0.10,R_adaptive,R,3.2691,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,all,A0_baseline,A,2.6232,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,all,A1_minus_sep,A,2.6232,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,all,A2_minus_necessity,A,2.6232,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,1,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,all,A3_minus_adaptive_rank,A,2.6232,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,all,A4_minus_tau,A,2.6232,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,all,A5_full,A,2.6232,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,all,R1_rank1,R,2.6232,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,all,R2_rank2,R,2.6232,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,all,R3_rank3,R,2.6232,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,43,all,R_adaptive,R,2.6232,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.01,A0_baseline,A,2.5892,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.01,A1_minus_sep,A,2.5892,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.01,A2_minus_necessity,A,2.5892,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,1,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.01,A3_minus_adaptive_rank,A,2.5892,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.01,A4_minus_tau,A,2.5892,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.01,A5_full,A,2.5892,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.01,R1_rank1,R,2.5892,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.01,R2_rank2,R,2.5892,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.01,R3_rank3,R,2.5892,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.01,R_adaptive,R,2.5892,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9774,0.9774,1.0,0.9559,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.05,A0_baseline,A,2.1813,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.05,A1_minus_sep,A,2.1813,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.05,A2_minus_necessity,A,2.1813,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,False,1,0.9848,0.9774,1.0,0.9559,1,1,0.000159
tabula_small_intestine,intestinal tuft cell,44,0.05,A3_minus_adaptive_rank,A,2.1813,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.05,A4_minus_tau,A,2.1813,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.05,A5_full,A,2.1813,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.05,R1_rank1,R,2.1813,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.05,R2_rank2,R,2.1813,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_small_intestine,intestinal tuft cell,44,0.05,R3_rank3,R,2.1813,2d3d2e6d369f4cb5,7a90a01,dfe2b8e7cba8,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
